host,decision,group,path,bytes,allocated_bytes,mtime_utc,inode,device,nlink,reason,result
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger.mkv,42852030838,42852032512,2026-08-27T02:27:30.600616+00:00,2478,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger.mp4,42851507216,42851508224,2026-08-27T02:28:58.940877+00:00,2499,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband.mkv,50250027281,50250031104,2026-08-29T22:23:15.623897+00:00,2742,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband.mp4,50249568483,50249572352,2026-08-29T23:07:31.310424+00:00,2770,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_crisp.mkv,50510442761,50510446592,2026-08-30T18:24:06.064158+00:00,2960,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_crisp_crf21.mkv,83705560783,83705561088,2026-09-01T09:12:05.523111+00:00,3678,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_crisp_crf21.mp4,83715453433,83715457024,2026-09-01T09:20:23.001227+00:00,3697,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_crisp_crf21_epsfix.mkv,82244432128,82244435968,2026-09-02T08:01:05.014088+00:00,3824,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_retry2.mkv,50534180427,50534182912,2026-08-30T04:51:00.621484+00:00,2869,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_retry2.mp4,50533698698,50533699584,2026-08-30T05:03:36.699171+00:00,2891,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_splitpalette_transition_crf21.mkv,83916890469,83916894208,2026-09-03T11:36:00.039482+00:00,4054,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_orderfix.mkv,42622218970,42622222336,2026-08-24T22:10:24.134585+00:00,2356,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_orderfix.mp4,42621692001,42621693952,2026-08-24T22:12:18.768333+00:00,2371,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_thru962957.mkv,55270978780,55270981632,2026-08-18T15:09:16.697961+00:00,1925,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_thru962957.mp4,55270726697,55270727680,2026-08-18T17:30:02.044502+00:00,1981,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-internal,PROPOSE_DELETE,legacy-mac-data,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/buv_data/changes.blk1.resume,17891815450,17891819520,2026-08-17T23:42:52.950845+00:00,146279358,16777234,1,Legacy UTXO checkpoint or resumed BLK; archive linked presets and preserve modern v3 pair first,deleted
mac-internal,PROPOSE_DELETE,legacy-mac-data,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/buv_data/checkpoint.utxo,8161658472,8161660928,2026-08-17T22:29:46.340835+00:00,146372407,16777234,1,Legacy UTXO checkpoint or resumed BLK; archive linked presets and preserve modern v3 pair first,deleted
mac-internal,PROPOSE_DELETE,legacy-mac-data,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/buv_data/checkpoint_mac.utxo,53844088,53846016,2026-08-17T00:53:57.066866+00:00,145873307,16777234,1,Legacy UTXO checkpoint or resumed BLK; archive linked presets and preserve modern v3 pair first,deleted
mac-internal,PROPOSE_DELETE,loose-frame-dumps,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/img_0207201.ppm,24883217,24887296,2026-09-02T13:14:27.003568+00:00,156163709,16777234,1,Generated terminal-frame dump; retain final-frame visual evidence before removal,deleted
mac-internal,PROPOSE_DELETE,loose-frame-dumps,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/img_0225001.ppm,6220817,6221824,2026-09-03T05:51:15.091775+00:00,154859938,16777234,1,Generated terminal-frame dump; retain final-frame visual evidence before removal,deleted
mac-internal,PROPOSE_DELETE,loose-frame-dumps,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/img_0931024.ppm,24883217,24887296,2026-08-17T15:52:48.855176+00:00,25679171,16777234,1,Generated terminal-frame dump; retain final-frame visual evidence before removal,deleted
mac-internal,PROPOSE_DELETE,loose-frame-dumps,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/img_0962957.ppm,24883217,24887296,2026-08-27T02:27:30.266141+00:00,147003139,16777234,1,Generated terminal-frame dump; retain final-frame visual evidence before removal,deleted
mac-internal,PROPOSE_DELETE,loose-frame-dumps,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/img_0964388.ppm,24883217,24887296,2026-09-03T11:35:59.223858+00:00,156243911,16777234,1,Generated terminal-frame dump; retain final-frame visual evidence before removal,deleted
mac-internal,PROPOSE_DELETE,old-local-video,/Users/t/Documents/Kode/Workspaces/Clone UTXO visualizer/buv_output/utxo_4k_epoch105k_60fps.mkv,104371106,104374272,2026-08-17T13:39:44.131914+00:00,146107560,16777234,1,Old small local output; keep its log,deleted
umbrel,PROPOSE_DELETE,superseded-input-snapshot,/home/umbrel/buv_data/changes.blk1.new964k,18219536984,18219565056,2026-08-28T12:56:04.792300+00:00,1580,,1,Latest instruction keeps existing Mac working input and node v3 updater pair; no migration or duplicate backup required,deleted
umbrel,KEEP,protected,/home/umbrel/buv_data/changes.blk1.v3,18223221539,18223304704,2026-08-29T06:58:38.448389+00:00,100,,1,Working incremental BLK,kept
umbrel,KEEP,protected,/home/umbrel/buv_data/checkpoint_v3.utxo,10446455628,10446528512,2026-08-29T07:03:48.746319+00:00,2852,,1,Matching exact-resume v3 checkpoint at block 964483,kept
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/changes.blk1,17061105775,17061150720,2026-01-06T02:42:29.448562+00:00,10955,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/changes.blk1.full,18165021409,18165051392,2026-08-18T06:47:43.532094+00:00,1399,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/changes.blk1.resume,295275584,295280640,2026-08-17T02:00:48.707678+00:00,15621,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/changes.blk1.truncated,17028590689,17028632576,2026-08-17T01:47:42.071185+00:00,2433,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/changes.blk1.v2,9911923440,9911939072,2026-08-28T20:57:10.821685+00:00,1810,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/checkpoint.utxo,53844088,53850112,2026-08-17T01:59:27.106184+00:00,15625,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/checkpoint_new964k.utxo,7281384920,7281393664,2026-08-28T12:53:00.748868+00:00,1732,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/checkpoint_node.utxo,7281384920,7281397760,2026-08-18T06:45:30.721648+00:00,223,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,legacy-node-data,/home/umbrel/buv_data/checkpoint_v2.utxo,1923514564,1923526656,2026-08-28T20:55:32.827849+00:00,125,,1,Obsolete dataset or checkpoint; retain working node v3 pair and Mac render input,deleted
umbrel,PROPOSE_DELETE,old-node-videos,/home/umbrel/buv_output/seamtest_pointfix.mp4,294503920,294510592,2026-08-22T02:21:07.606049+00:00,98309,,1,Old rendering experiment; preserve logs and screenshots,deleted
umbrel,PROPOSE_DELETE,old-node-videos,/home/umbrel/buv_output/utxo_4k_normalizedGeo_epoch105k_ratio0.5_decaygradient_60fps.mp4,38592477093,38592573440,2026-01-25T14:44:55.306385+00:00,109467,,1,Old rendering experiment; preserve logs and screenshots,deleted
umbrel,PROPOSE_DELETE,old-node-videos,/home/umbrel/buv_output/utxo_4k_normalizedGeometric_epoch105k_ratio0.5_decaygradient_60fps.mp4,6953183611,6953197568,2026-01-27T11:27:15.437091+00:00,109532,,1,Old rendering experiment; preserve logs and screenshots,deleted
